Image_ID,Perturbed_Data_Type,Byte_Index,Bit_Position,Initial_Value,Final_Classification
2321,F6_weights,6824,1,0,6
2322,C1_kernels,102,2,0,5
2323,F7_weights,122,0,1,9
2324,F5_weights,15798,6,1,1
2325,F6_weights,4026,2,0,7
2326,C3_kernels,1555,6,1,0
2327,C3_kernels,858,0,1,2
2328,F5_weights,33463,7,1,0
2329,C1_kernels,46,4,0,2
2330,C1_kernels,49,2,1,4
2331,F6_weights,6889,0,0,6
2332,F6_weights,9925,6,1,7
2333,F5_weights,26324,7,1,8
2334,F7_weights,201,7,1,7
2335,F7_weights,192,2,0,1
2336,C1_kernels,141,5,0,4
2337,C1_kernels,32,3,0,6
2338,F5_weights,11994,0,0,4
2339,F7_weights,606,0,0,5
2340,F7_weights,147,0,1,4
2341,F6_weights,7167,5,1,9
2342,F5_weights,7082,4,0,9
2343,F5_weights,23647,1,0,7
2344,F6_weights,919,3,0,7
2345,C1_kernels,144,5,0,9
2346,F5_weights,6722,7,1,5
2347,F6_weights,5027,6,1,3
2348,F6_weights,1983,7,0,3
2349,C3_kernels,1800,6,1,8
2350,C1_kernels,44,1,0,2
2351,F7_weights,633,2,1,3
2352,C3_kernels,1063,7,0,6
2353,C1_kernels,37,7,1,2
2354,C3_kernels,1031,6,1,2
2355,F7_weights,22,7,1,1
2356,F6_weights,7170,3,0,1
2357,C1_kernels,47,3,1,1
2358,F6_weights,1605,1,0,1
2359,F6_weights,4785,5,0,1
2360,F5_weights,29552,6,1,6
2361,C1_kernels,138,2,1,9
2362,C1_kernels,118,2,0,8
2363,C3_kernels,1191,0,0,4
2364,C3_kernels,1827,1,0,3
2365,F5_weights,43094,7,1,7
2366,C1_kernels,97,1,1,1
2367,C1_kernels,32,4,0,6
2368,F5_weights,6866,0,0,4
2369,C1_kernels,124,6,1,3
2370,C3_kernels,2202,7,0,0
2371,C1_kernels,15,3,0,4
2372,C3_kernels,680,7,0,7
2373,C1_kernels,26,5,1,4
2374,F5_weights,44199,3,0,2
2375,F6_weights,124,7,1,4
2376,F7_weights,424,0,0,0
2377,F5_weights,21729,5,0,7
2378,F6_weights,2803,0,1,0
2379,F6_weights,5837,3,0,1
2380,C3_kernels,1440,0,0,9
2381,C3_kernels,967,2,0,8
2382,C1_kernels,22,6,1,8
2383,C3_kernels,1028,2,0,6
2384,C1_kernels,39,2,1,0
2385,C1_kernels,137,1,0,0
2386,F5_weights,7630,0,0,4
2387,C3_kernels,143,2,0,1
2388,C3_kernels,641,6,0,6
2389,F6_weights,962,6,0,8
2390,C3_kernels,921,1,1,2
2391,C1_kernels,49,1,0,2
2392,C1_kernels,49,2,1,3
2393,F6_weights,6109,0,1,8
2394,F5_weights,45010,6,1,4
2395,C1_kernels,67,7,1,8
2396,C3_kernels,1688,5,0,2
2397,F7_weights,504,1,1,2
2398,C3_kernels,78,3,1,1
2399,F6_weights,6264,5,1,7
2400,F6_weights,1779,0,0,5
2401,F7_weights,513,5,0,4
2402,F7_weights,363,7,1,4
2403,C1_kernels,87,2,0,0
2404,F7_weights,258,7,1,4
2405,F7_weights,49,5,1,3
2406,F7_weights,765,6,0,9
2407,F7_weights,455,7,0,7
2408,F6_weights,7752,5,1,3
2409,C3_kernels,680,0,1,1
2410,F7_weights,694,1,0,0
2411,F7_weights,377,5,0,1
2412,C3_kernels,182,3,0,2
2413,C3_kernels,301,6,1,5
2414,F5_weights,35872,5,1,9
2415,F5_weights,4912,5,0,8
2416,F7_weights,69,5,1,1
2417,F7_weights,688,3,0,0
2418,F6_weights,162,6,1,1
2419,F5_weights,44232,6,1,8
2420,F5_weights,7484,0,1,9
2421,F5_weights,1863,1,1,1
2422,F6_weights,7276,1,0,6
2423,C1_kernels,91,3,0,8
2424,C3_kernels,1931,4,1,3
2425,F7_weights,396,3,0,8
2426,F7_weights,201,5,1,9
2427,F6_weights,6957,6,1,3
2428,C1_kernels,64,4,0,6
2429,C1_kernels,123,0,1,2
2430,C1_kernels,129,4,0,8
2431,C1_kernels,39,5,0,3
2432,C3_kernels,1921,3,1,2
2433,F6_weights,8597,1,0,2
2434,F6_weights,6611,0,1,1
2435,F6_weights,1868,2,1,0
2436,F7_weights,709,7,1,4
2437,F7_weights,571,5,1,2
2438,F6_weights,6482,1,0,9
2439,C3_kernels,918,7,0,2
2440,C3_kernels,585,0,1,4
2441,C1_kernels,121,2,0,3
2442,F6_weights,6030,3,0,7
2443,F7_weights,584,1,0,9
2444,C3_kernels,2008,7,0,1
2445,C1_kernels,147,0,0,5
2446,F5_weights,26439,2,1,2
2447,F6_weights,8908,7,0,9
2448,C3_kernels,1658,7,0,9
2449,C3_kernels,1564,3,1,0
2450,C1_kernels,146,4,1,3
2451,F6_weights,9622,6,1,8
2452,C3_kernels,2010,4,0,5
2453,F5_weights,11593,6,0,3
2454,C1_kernels,29,4,0,5
2455,C1_kernels,6,0,1,0
2456,F6_weights,3450,4,1,9
2457,C3_kernels,2361,2,0,4
2458,F5_weights,41191,0,1,6
2459,F5_weights,26407,6,0,2
2460,F5_weights,28864,0,0,5
2461,F6_weights,1952,1,0,0
2462,C1_kernels,90,2,1,2
2463,C1_kernels,106,1,1,7
2464,F5_weights,16318,6,0,4
2465,F7_weights,465,2,1,6
2466,F6_weights,6096,2,1,6
2467,F7_weights,695,4,1,8
2468,C3_kernels,1482,3,1,6
2469,C1_kernels,78,2,1,6
2470,F5_weights,7774,5,1,8
2471,F7_weights,51,6,0,6
2472,C1_kernels,51,3,0,9
2473,F7_weights,685,0,1,1
2474,F5_weights,44745,2,0,7
2475,C3_kernels,307,7,1,2
2476,F5_weights,33147,1,0,5
2477,C1_kernels,34,4,0,9
2478,F5_weights,31489,7,0,9
2479,F6_weights,4145,0,0,0
2480,F7_weights,480,4,1,7
2481,F5_weights,7180,6,1,2
2482,F7_weights,48,4,1,7
2483,F6_weights,6074,0,1,6
2484,F7_weights,765,0,1,7
2485,F5_weights,36992,3,1,0
2486,C3_kernels,1830,3,1,6
2487,F5_weights,28693,2,1,5
2488,C1_kernels,18,3,0,2
2489,F7_weights,548,4,0,4
2490,F6_weights,8705,5,1,7
2491,F6_weights,9408,2,0,2
2492,C1_kernels,112,7,1,0
2493,F5_weights,28906,2,1,9
2494,F6_weights,1846,4,1,9
2495,C3_kernels,652,6,0,2
2496,F6_weights,3160,4,1,2
2497,C3_kernels,1030,0,0,9
2498,C3_kernels,1046,6,0,4
2499,C1_kernels,27,0,1,4
2500,C1_kernels,73,2,1,2
2501,F5_weights,29139,4,0,3
2502,C3_kernels,1294,4,1,3
2503,C1_kernels,5,0,1,2
2504,F6_weights,8047,1,1,1
2505,F6_weights,2909,0,1,7
2506,C1_kernels,43,2,1,0
2507,C3_kernels,1764,7,1,7
2508,F7_weights,467,0,1,6
2509,F7_weights,275,6,1,4
2510,F5_weights,11316,6,0,1
2511,C1_kernels,112,7,1,3
2512,F7_weights,323,1,1,8
2513,C3_kernels,291,1,0,7
2514,F5_weights,22722,4,1,4
2515,C1_kernels,144,3,0,5
2516,C1_kernels,124,7,1,9
2517,F6_weights,5222,5,1,2
2518,F5_weights,46955,5,1,5
2519,F5_weights,46431,1,1,1
2520,F6_weights,6782,2,1,8
2521,F5_weights,23623,3,1,7
2522,F5_weights,24816,0,0,3
2523,F7_weights,635,6,0,7
2524,C1_kernels,2,1,1,1
2525,F5_weights,26206,2,0,5
2526,C1_kernels,7,3,0,5
2527,F5_weights,10260,6,0,0
2528,C3_kernels,2186,7,1,9
2529,C3_kernels,1204,4,0,1
2530,C3_kernels,1593,4,1,4
2531,F6_weights,1660,5,1,0
2532,F5_weights,14990,5,1,6
2533,F6_weights,4982,3,0,3
2534,C3_kernels,1579,4,0,3
2535,F7_weights,827,6,1,6
2536,F6_weights,8146,4,0,0
2537,F7_weights,775,0,1,4
2538,F6_weights,5343,0,1,9
2539,C3_kernels,215,5,0,7
2540,F5_weights,17620,1,0,5
2541,F5_weights,22288,3,0,1
2542,F6_weights,1144,5,0,6
2543,F5_weights,32843,6,0,8
2544,F6_weights,4808,1,1,9
2545,F7_weights,337,5,0,5
2546,C3_kernels,2388,4,0,5
2547,F7_weights,388,2,0,7
2548,F6_weights,746,1,1,9
2549,C3_kernels,753,5,0,3
2550,C3_kernels,985,3,1,8
2551,F5_weights,8196,3,0,3
2552,F6_weights,8234,6,0,8
2553,F6_weights,7086,7,0,1
2554,C1_kernels,108,7,1,5
2555,C3_kernels,1037,7,1,3
2556,C3_kernels,1255,1,0,5
2557,F7_weights,287,5,0,0
2558,F6_weights,6267,0,1,5
2559,C1_kernels,59,3,1,5
2560,F5_weights,43037,7,1,3
2561,C3_kernels,654,1,1,8
2562,F7_weights,800,7,1,6
2563,F7_weights,512,6,0,7
2564,C1_kernels,90,5,0,7
2565,F6_weights,6355,3,1,7
2566,C3_kernels,1439,3,1,3
2567,F5_weights,11263,5,1,7
2568,F5_weights,9438,1,0,0
2569,C1_kernels,145,4,0,5
2570,F5_weights,13708,2,1,9
2571,F5_weights,45417,3,1,0
2572,F5_weights,20210,1,1,2
2573,F6_weights,3521,1,1,5
2574,C3_kernels,966,2,1,7
2575,F7_weights,824,2,1,3
2576,C3_kernels,1788,6,1,1
2577,F6_weights,4448,6,1,7
2578,C1_kernels,114,2,1,7
2579,F6_weights,7858,1,1,8
2580,C3_kernels,432,2,1,6
2581,C3_kernels,856,4,0,5
2582,F7_weights,574,4,1,9
2583,C3_kernels,1921,4,0,3
2584,C3_kernels,501,4,0,8
2585,F5_weights,8777,1,0,9
2586,C3_kernels,2023,5,1,5
2587,F6_weights,8849,4,1,3
2588,F5_weights,44842,6,0,7
2589,F6_weights,6284,5,0,9
2590,F5_weights,43567,1,1,1
2591,C1_kernels,19,5,1,7
2592,F6_weights,7506,5,0,0
2593,C3_kernels,490,7,0,0
2594,C1_kernels,15,0,1,3
2595,C1_kernels,110,7,0,7
2596,F6_weights,1064,1,1,2
2597,F5_weights,36446,0,1,5
2598,F5_weights,26333,7,1,8
2599,F7_weights,428,0,1,1
2600,F6_weights,1278,5,1,8
2601,F5_weights,36957,0,1,6
2602,F7_weights,332,7,0,2
2603,C1_kernels,128,7,0,9
2604,C3_kernels,1431,6,1,5
2605,F5_weights,35668,4,0,7
2606,F5_weights,12435,4,0,5
2607,F7_weights,649,7,1,7
2608,F7_weights,743,6,1,8
2609,F5_weights,15185,3,1,6
2610,F7_weights,47,6,1,2
2611,F6_weights,780,4,1,5
2612,F7_weights,53,3,1,1
2613,C1_kernels,23,4,0,4
2614,F5_weights,11042,6,1,8
2615,F5_weights,19582,5,1,4
2616,F5_weights,2565,1,1,5
2617,F6_weights,1343,1,0,8
2618,C1_kernels,4,4,1,3
2619,C1_kernels,77,4,0,0
2620,F6_weights,8610,7,1,6
2621,F5_weights,47377,3,1,2
2622,F7_weights,520,7,0,7
2623,F7_weights,445,4,0,3
2624,F7_weights,726,7,1,3
2625,F6_weights,5268,4,1,2
2626,F6_weights,4438,0,1,1
2627,C3_kernels,1487,2,0,0
2628,F5_weights,37030,0,1,7
2629,F6_weights,933,0,1,3
2630,F6_weights,10032,4,0,4
2631,F7_weights,30,2,1,6
2632,F6_weights,6993,2,0,3
2633,C3_kernels,609,6,0,9
2634,C3_kernels,1025,5,0,3
2635,F6_weights,5989,5,0,2
2636,C3_kernels,2340,2,1,8
2637,C3_kernels,1979,7,1,9
2638,F7_weights,115,6,0,0
2639,F5_weights,27249,4,1,3
2640,F7_weights,317,2,1,8
2641,F5_weights,26625,4,0,0
2642,F5_weights,40703,7,1,7
2643,F7_weights,771,6,1,6
2644,F7_weights,513,6,1,5
2645,F7_weights,701,4,0,9
2646,F5_weights,1152,2,0,7
2647,F6_weights,9332,1,0,3
2648,C3_kernels,138,4,0,9
2649,F7_weights,153,4,0,0
2650,C3_kernels,1826,7,1,8
2651,F5_weights,46485,5,0,6
2652,F6_weights,8116,4,1,2
2653,C3_kernels,117,1,0,5
2654,F7_weights,807,3,0,8
2655,C1_kernels,73,5,0,1
2656,F5_weights,41355,2,0,0
2657,C3_kernels,1868,2,1,0
2658,F6_weights,601,1,0,4
2659,F7_weights,825,7,1,4
2660,F6_weights,1220,6,1,0
2661,F7_weights,58,5,0,1
2662,F6_weights,9492,0,0,2
2663,C3_kernels,890,3,0,3
2664,F7_weights,10,2,0,2
2665,C1_kernels,80,0,1,7
2666,F6_weights,6511,4,0,7
2667,F5_weights,26517,0,1,8
2668,C1_kernels,78,6,0,5
2669,C1_kernels,104,2,0,2
2670,F5_weights,24765,3,1,5
2671,F5_weights,22764,5,0,7
2672,F7_weights,35,6,1,6
2673,C1_kernels,86,1,0,9
2674,F7_weights,779,2,1,1
2675,F7_weights,831,3,0,4
2676,F5_weights,37388,3,1,1
2677,F6_weights,2330,3,0,6
2678,F5_weights,8392,7,1,4
2679,F6_weights,6059,4,0,2
2680,C1_kernels,37,0,0,4
2681,F5_weights,9944,2,1,3
2682,F5_weights,44898,2,0,5
2683,F5_weights,1532,4,0,4
2684,C1_kernels,91,7,0,3
2685,C3_kernels,869,0,1,9
2686,F6_weights,3849,1,1,5
2687,C3_kernels,2219,2,1,0
2688,C1_kernels,147,4,0,1
2689,C1_kernels,99,3,0,5
2690,F5_weights,26988,4,1,3
2691,F7_weights,759,7,1,8
2692,C3_kernels,2254,0,1,9
2693,F7_weights,527,7,0,1
2694,C3_kernels,1685,4,0,9
2695,F5_weights,2566,6,0,7
2696,C1_kernels,2,6,1,9
2697,C3_kernels,1949,6,1,5
2698,C1_kernels,59,1,1,5
2699,C3_kernels,1246,4,1,2
2700,F6_weights,2444,5,0,7
2701,F7_weights,744,2,1,4
2702,C1_kernels,68,2,0,6
2703,F7_weights,750,7,1,0
2704,F7_weights,121,2,0,1
2705,C3_kernels,1360,6,0,1
2706,F5_weights,1942,1,1,1
2707,C3_kernels,83,7,0,0
2708,F6_weights,2661,0,0,4
2709,F7_weights,714,6,1,4
2710,C3_kernels,596,7,0,7
2711,C1_kernels,19,3,1,6
2712,C1_kernels,53,2,1,3
2713,F6_weights,8398,5,1,0
2714,F6_weights,8129,5,0,0
2715,F7_weights,635,7,0,4
2716,F6_weights,5176,4,0,3
2717,C3_kernels,2238,4,1,0
2718,F6_weights,7494,0,0,6
2719,C3_kernels,1013,0,1,1
2720,C3_kernels,1635,5,0,9
2721,F6_weights,7098,4,0,6
2722,C3_kernels,1819,7,0,1
2723,F6_weights,7617,1,0,3
2724,F6_weights,673,2,1,8
2725,F6_weights,9632,4,0,1
2726,F6_weights,4539,5,1,2
2727,F5_weights,46421,1,0,5
2728,F5_weights,14433,6,0,6
2729,F5_weights,11926,1,0,2
2730,F7_weights,691,7,0,7
2731,F6_weights,6992,0,1,3
2732,F5_weights,27372,5,1,6
2733,F6_weights,1643,6,1,0
2734,F7_weights,311,0,1,1
2735,C1_kernels,27,2,0,9
2736,F5_weights,33972,6,1,7
2737,C3_kernels,314,4,0,6
2738,C1_kernels,84,7,1,6
2739,C1_kernels,100,0,0,8
2740,F6_weights,4934,7,0,9
2741,F5_weights,15434,1,0,2
2742,C3_kernels,1190,0,0,2
2743,C3_kernels,467,0,1,5
2744,F5_weights,45800,0,1,8
2745,C1_kernels,25,1,1,3
2746,C1_kernels,114,0,1,1
2747,C3_kernels,392,5,1,0
2748,F5_weights,12000,3,0,0
2749,F5_weights,12101,6,0,7
2750,F5_weights,18966,1,1,6
2751,F6_weights,1381,0,0,6
2752,C1_kernels,43,6,1,2
2753,F7_weights,279,3,1,1
2754,C3_kernels,1358,6,1,6
2755,C1_kernels,33,0,1,9
2756,F6_weights,7042,7,1,3
2757,F5_weights,12743,5,0,1
2758,F5_weights,26485,6,0,8
2759,C1_kernels,4,4,1,6
2760,C3_kernels,431,2,1,9
2761,C3_kernels,2300,1,0,0
2762,F7_weights,46,6,1,6
2763,F7_weights,265,2,0,0
2764,F5_weights,33176,5,0,0
2765,F7_weights,759,2,0,0
2766,F6_weights,1653,7,1,6
2767,F7_weights,72,5,0,3
2768,C1_kernels,106,4,1,5
2769,C3_kernels,287,7,1,9
2770,C3_kernels,839,2,0,3
2771,F7_weights,402,4,0,4
2772,F6_weights,6016,1,0,5
2773,F7_weights,642,0,1,5
2774,F6_weights,9745,7,1,8
2775,C1_kernels,145,0,0,5
2776,C3_kernels,1078,4,1,3
2777,F5_weights,39287,2,1,0
2778,F7_weights,199,3,1,4
2779,C3_kernels,1546,3,0,0
2780,F5_weights,37414,1,0,2
2781,F6_weights,6515,0,0,9
2782,C1_kernels,130,2,0,6
2783,F6_weights,5569,7,1,8
2784,F7_weights,425,3,0,2
2785,C1_kernels,139,0,1,3
2786,C1_kernels,109,7,1,1
2787,F7_weights,573,2,0,2
2788,F6_weights,5572,3,1,1
2789,C1_kernels,60,7,1,1
2790,F6_weights,2253,2,1,5
2791,C1_kernels,90,5,0,6
2792,C1_kernels,50,2,1,9
2793,C1_kernels,54,0,1,8
2794,C1_kernels,25,6,0,0
2795,C3_kernels,1877,3,1,6
2796,F6_weights,737,2,0,6
2797,C3_kernels,1566,7,1,5
2798,F5_weights,367,5,0,5
2799,F7_weights,607,7,1,3
2800,C3_kernels,1042,1,0,8
2801,C3_kernels,889,4,1,6
2802,C3_kernels,2128,1,1,2
2803,C1_kernels,80,6,1,1
2804,F5_weights,27698,5,0,4
2805,F5_weights,24833,1,1,5
2806,F6_weights,9359,3,1,4
2807,F7_weights,233,0,1,3
2808,F6_weights,3777,0,1,7
2809,F7_weights,235,3,1,8
2810,F5_weights,19713,7,0,5
2811,F7_weights,460,1,0,0
2812,C3_kernels,1865,7,1,9
2813,C3_kernels,928,7,1,3
2814,C1_kernels,102,6,0,5
2815,F7_weights,489,7,1,1
2816,C1_kernels,132,5,1,1
2817,F6_weights,1733,5,0,0
2818,F6_weights,2122,2,0,4
2819,F7_weights,30,6,1,4
2820,F5_weights,2795,7,1,7
2821,F6_weights,8838,5,1,0
2822,F7_weights,307,0,1,1
2823,C3_kernels,2279,4,1,7
2824,F7_weights,140,6,0,0
2825,F5_weights,26440,6,1,1
2826,F6_weights,3178,3,0,6
2827,C1_kernels,77,7,1,1
2828,C1_kernels,136,3,1,4
2829,C1_kernels,12,1,1,5
2830,F7_weights,492,4,1,6
2831,F7_weights,813,2,1,6
2832,C1_kernels,142,2,0,5
2833,F5_weights,30356,2,1,7
2834,F5_weights,32110,7,1,8
2835,F6_weights,8635,0,1,4
2836,F6_weights,2946,1,1,4
2837,F6_weights,1840,3,1,7
2838,C1_kernels,123,2,1,2
2839,F5_weights,37411,7,0,5
2840,C3_kernels,1904,5,0,3
2841,C3_kernels,250,6,1,7
2842,F5_weights,16239,3,1,0
2843,C1_kernels,75,6,1,7
2844,C3_kernels,1697,4,0,7
2845,C3_kernels,2090,6,1,9
2846,C1_kernels,111,3,1,6
2847,C1_kernels,18,2,0,4
2848,C1_kernels,140,3,0,2
2849,F6_weights,7697,5,1,8
2850,F6_weights,5568,7,0,5
2851,F7_weights,62,2,0,7
2852,F7_weights,555,2,1,8
2853,F5_weights,18480,7,1,3
2854,C3_kernels,376,3,1,9
2855,F7_weights,597,5,1,5
2856,C3_kernels,919,4,0,8
2857,F5_weights,42795,6,0,9
2858,F7_weights,354,5,0,9
2859,C3_kernels,1120,4,1,8
2860,C3_kernels,1334,6,0,5
2861,F7_weights,808,7,0,2
2862,F5_weights,16462,2,1,8
2863,C3_kernels,1784,2,1,9
2864,C3_kernels,1631,5,1,2
2865,F7_weights,697,3,0,3
2866,C3_kernels,1364,5,0,6
2867,F7_weights,816,5,1,1
2868,F5_weights,27165,4,1,1
2869,C1_kernels,1,0,0,8
2870,F5_weights,26317,7,1,9
2871,F6_weights,3014,7,0,3
2872,C1_kernels,16,4,1,4
2873,F7_weights,477,6,1,0
2874,C1_kernels,81,2,1,7
2875,F5_weights,7616,0,0,9
2876,C1_kernels,19,5,1,6
2877,F5_weights,43881,3,0,4
2878,F5_weights,9540,4,1,1
2879,C3_kernels,825,5,1,4
2880,F6_weights,287,6,1,1
2881,C1_kernels,95,7,0,3
2882,F6_weights,2738,4,1,4
2883,F6_weights,6415,2,1,9
2884,C1_kernels,105,4,1,3
2885,F7_weights,676,2,0,1
2886,F6_weights,673,2,1,4
2887,F7_weights,267,6,1,7
2888,F6_weights,5522,2,1,7
2889,F5_weights,35214,6,0,4
2890,F7_weights,160,2,1,7
2891,C3_kernels,1505,2,1,2
2892,C3_kernels,1171,0,1,9
2893,F5_weights,1319,4,1,3
2894,C3_kernels,1274,7,1,0
2895,C3_kernels,1863,0,1,8
2896,C3_kernels,456,0,0,0
2897,F6_weights,3771,3,1,8
2898,F7_weights,642,7,0,4
2899,C1_kernels,59,6,0,0
2900,F5_weights,33721,2,1,4
2901,C3_kernels,2118,2,0,4
2902,F7_weights,731,0,1,1
2903,C1_kernels,18,4,1,5
2904,F5_weights,37017,2,1,2
2905,C3_kernels,2365,3,1,8
2906,C1_kernels,136,5,1,3
2907,F5_weights,33510,6,1,4
2908,C3_kernels,1958,7,1,9
2909,F7_weights,672,6,0,5
2910,C1_kernels,94,5,1,2
2911,C1_kernels,11,7,0,8
2912,F5_weights,42316,0,1,1
2913,F6_weights,8328,4,0,5
2914,F6_weights,5752,4,1,3
2915,F5_weights,23157,1,1,7
2916,C1_kernels,143,1,0,9
2917,C3_kernels,1462,5,1,4
2918,F6_weights,6089,6,1,2
2919,F6_weights,5666,5,0,5
2920,F7_weights,548,7,0,6
2921,F7_weights,634,6,1,3
2922,F5_weights,8809,7,0,5
2923,F6_weights,3705,0,1,9
2924,C3_kernels,552,4,0,3
2925,F6_weights,3071,4,1,5
2926,F7_weights,546,4,1,9
2927,C3_kernels,2366,2,1,3
2928,C3_kernels,1643,3,0,1
2929,F5_weights,29782,1,1,9
2930,C3_kernels,1538,6,0,5
2931,C3_kernels,474,3,1,3
2932,F7_weights,804,7,1,0
2933,C1_kernels,63,7,1,6
2934,F6_weights,1054,5,1,9
2935,F5_weights,28095,6,1,8
2936,C1_kernels,56,1,1,4
2937,C1_kernels,72,3,0,0
2938,F6_weights,7738,2,0,4
2939,F7_weights,754,6,1,9
2940,F6_weights,8703,2,0,2
2941,F7_weights,327,7,1,9
2942,F5_weights,23060,3,1,0
2943,C1_kernels,10,4,0,1
2944,F7_weights,739,3,0,0
2945,C3_kernels,1459,1,0,3
2946,C3_kernels,2249,0,1,1
2947,F5_weights,33458,3,0,6
2948,C3_kernels,1442,4,0,5
2949,C1_kernels,143,1,0,8
2950,F5_weights,27938,1,1,1
2951,F7_weights,685,5,0,5
2952,F5_weights,27373,2,0,3
2953,C3_kernels,1318,1,1,3
2954,C1_kernels,84,2,1,0
2955,F6_weights,3995,0,1,3
2956,F7_weights,416,1,0,5
2957,F6_weights,1767,6,1,5
2958,C3_kernels,1096,5,1,9
2959,F6_weights,832,4,0,2
2960,C3_kernels,2376,1,0,8
2961,F7_weights,528,4,1,7
2962,F6_weights,2833,3,0,0
2963,F7_weights,539,2,0,4
2964,F6_weights,9752,0,0,9
2965,F7_weights,302,3,1,1
2966,F5_weights,29602,5,1,9
2967,F6_weights,1084,5,1,7
2968,F5_weights,28367,2,0,7
2969,C3_kernels,1440,0,0,5
2970,C3_kernels,1278,5,1,5
2971,C3_kernels,577,6,0,2
2972,F6_weights,1392,1,0,0
2973,C1_kernels,68,4,0,9
2974,F6_weights,9445,3,0,1
2975,F7_weights,328,4,0,8
2976,C1_kernels,8,5,1,6
2977,F5_weights,10898,0,0,2
2978,F6_weights,5759,6,1,3
2979,C1_kernels,141,4,0,9
2980,C1_kernels,60,4,1,6
2981,F5_weights,37113,5,1,2
2982,C3_kernels,38,4,0,1
2983,F5_weights,12680,0,1,9
2984,F5_weights,39776,7,1,1
2985,F7_weights,35,3,0,3
2986,F6_weights,6190,3,1,5
2987,C3_kernels,2275,6,0,5
2988,C1_kernels,121,5,1,0
2989,F5_weights,16458,2,0,3
2990,C1_kernels,110,4,0,8
2991,F6_weights,7375,7,0,7
2992,C1_kernels,138,0,1,3
2993,C3_kernels,1167,1,1,7
2994,C3_kernels,1759,1,1,6
2995,F5_weights,34670,6,1,8
2996,F7_weights,646,2,1,0
2997,F5_weights,410,0,0,1
2998,C3_kernels,439,5,0,4
2999,C1_kernels,145,3,1,0
3000,C1_kernels,132,6,0,6
3001,F6_weights,7325,4,1,9
3002,C1_kernels,29,6,1,8
3003,C1_kernels,87,5,0,1
3004,F6_weights,3128,2,1,2
3005,F5_weights,1422,5,0,9
3006,F7_weights,179,4,0,9
3007,F5_weights,46459,6,1,5
3008,F5_weights,28213,2,0,9
3009,C1_kernels,65,3,0,7
3010,C3_kernels,1704,1,0,3
3011,F7_weights,775,7,0,7
3012,C1_kernels,97,0,0,8
3013,F6_weights,6681,0,0,0
3014,C3_kernels,1429,5,0,1
3015,C3_kernels,395,0,1,3
3016,C1_kernels,98,7,0,0
3017,C3_kernels,426,5,1,4
3018,C3_kernels,372,7,1,6
3019,C3_kernels,1092,4,1,1
3020,F6_weights,9919,0,0,0
3021,F7_weights,228,3,1,2
3022,F6_weights,1358,3,1,5
3023,F5_weights,29963,2,0,5
3024,F6_weights,8915,7,1,4
3025,C1_kernels,13,5,0,4
3026,F7_weights,802,7,0,1
3027,F7_weights,369,6,0,1
3028,C3_kernels,685,1,1,5
3029,C3_kernels,1572,6,1,4
3030,F7_weights,208,7,1,6
3031,C3_kernels,903,4,1,6
3032,C1_kernels,135,2,1,0
3033,F6_weights,2997,2,1,6
3034,F6_weights,270,6,1,9
3035,F5_weights,37483,2,0,2
3036,C3_kernels,1187,1,1,6
3037,F5_weights,3925,0,1,2
3038,C1_kernels,67,5,1,7
3039,C1_kernels,2,6,1,1
3040,F5_weights,33645,6,1,7
3041,C3_kernels,97,2,1,9
3042,C3_kernels,1309,6,0,4
3043,F7_weights,396,6,1,0
3044,F6_weights,9743,4,1,0
3045,C3_kernels,66,1,1,3
3046,F7_weights,478,3,1,8
3047,C1_kernels,89,3,1,2
3048,C3_kernels,1336,6,1,2
3049,F6_weights,9774,0,0,3
3050,F6_weights,1936,7,0,1
3051,C3_kernels,1361,7,1,6
3052,F6_weights,6299,2,1,0
3053,F6_weights,2811,3,1,5
3054,F5_weights,19410,4,1,7
3055,C3_kernels,977,0,0,7
3056,C3_kernels,240,4,1,9
3057,F6_weights,938,7,1,2
3058,F5_weights,24970,5,0,6
3059,F7_weights,601,6,1,7
3060,F6_weights,2590,6,1,9
3061,F5_weights,25487,6,0,7
3062,F5_weights,19008,3,0,6
3063,C3_kernels,114,1,1,6
3064,C3_kernels,1714,3,1,8
3065,C1_kernels,145,5,0,8
3066,F7_weights,611,5,0,4
3067,C3_kernels,1530,1,1,6
3068,F7_weights,388,0,0,8
3069,C3_kernels,1418,4,1,4
3070,F7_weights,773,1,0,1
3071,F6_weights,1533,2,1,2
3072,C1_kernels,77,7,1,8
3073,F7_weights,119,5,0,2
3074,F6_weights,6364,1,0,3
3075,C3_kernels,677,1,1,9
3076,F7_weights,692,6,1,4
3077,C1_kernels,68,1,0,0
3078,F7_weights,442,5,0,3
3079,C3_kernels,1721,5,0,7
3080,F7_weights,720,0,1,3
3081,F6_weights,2068,2,1,2
3082,C1_kernels,58,7,1,3
3083,F6_weights,8119,0,0,3
3084,C3_kernels,1251,5,1,7
3085,F7_weights,522,7,1,3
3086,F7_weights,480,2,1,4
3087,F7_weights,806,2,1,0
3088,C3_kernels,1313,4,0,6
3089,C3_kernels,1871,3,0,2
3090,C3_kernels,755,5,0,0
3091,F5_weights,47605,7,1,8
3092,F6_weights,8290,5,0,1
3093,F7_weights,602,3,0,5
3094,F5_weights,11874,0,1,3
3095,C1_kernels,28,6,0,5
3096,C3_kernels,2341,3,0,4
3097,F5_weights,30077,6,0,1
3098,F5_weights,25516,5,1,7
