Image_ID,Perturbed_Data_Type,Byte_Index,Bit_Position,Initial_Value,Final_Classification
2239,F5_weights,8845,1,1,1
2240,F5_weights,30701,6,1,7
2241,F5_weights,19325,1,1,5
2242,F7_weights,137,2,0,2
2243,F6_weights,4011,0,1,7
2244,F6_weights,9427,1,1,9
2245,C1_kernels,57,6,0,1
2246,C1_kernels,110,4,0,8
2247,F7_weights,256,1,0,5
2248,C3_kernels,524,2,0,2
2249,F7_weights,162,1,1,4
2250,F7_weights,205,1,0,9
2251,F6_weights,553,3,1,4
2252,C3_kernels,51,6,1,7
2253,F5_weights,25588,0,0,2
2254,F5_weights,37962,7,1,2
2255,C1_kernels,7,1,0,3
2256,C1_kernels,135,2,1,4
2257,F5_weights,39703,0,0,9
2258,F6_weights,888,4,0,1
2259,F6_weights,7783,5,0,9
2260,C3_kernels,169,5,1,2
2261,C3_kernels,1501,2,0,1
2262,C1_kernels,147,3,1,7
2263,F6_weights,4119,4,1,9
2264,C1_kernels,56,4,0,4
2265,F7_weights,694,4,0,4
2266,F7_weights,223,4,1,1
2267,F7_weights,426,6,1,6
2268,F6_weights,7108,5,0,7
2269,C3_kernels,715,6,0,2
2270,F7_weights,619,3,0,7
2271,F5_weights,26232,0,0,8
2272,F5_weights,39786,4,1,8
2273,F6_weights,5577,0,0,1
2274,C3_kernels,381,3,0,9
2275,C3_kernels,396,1,1,7
2276,C1_kernels,73,4,1,1
2277,C3_kernels,733,0,0,1
2278,F6_weights,1262,4,1,7
2279,F7_weights,171,4,0,5
2280,F7_weights,525,1,0,3
2281,F5_weights,27371,3,1,3
2282,F5_weights,21045,0,0,5
2283,F5_weights,30648,3,0,1
2284,C1_kernels,130,1,0,3
2285,C3_kernels,890,1,1,7
2286,F5_weights,29604,6,0,6
2287,F6_weights,4981,6,1,1
2288,C1_kernels,143,5,1,3
2289,C3_kernels,1494,4,0,8
2290,C3_kernels,1506,7,0,7
2291,F6_weights,3752,6,0,5
2292,C3_kernels,1496,0,0,9
2293,C1_kernels,11,0,1,9
2294,C3_kernels,1257,0,1,0
2295,F6_weights,9340,0,0,0
2296,F6_weights,8288,5,0,2
2297,F7_weights,73,1,0,8
2298,F6_weights,1666,4,1,8
2299,F6_weights,2421,1,0,2
2300,C1_kernels,33,1,0,3
2301,F7_weights,376,7,1,7
2302,F6_weights,6854,7,1,1
2303,C1_kernels,75,0,0,3
2304,F6_weights,3752,0,0,0
2305,C1_kernels,68,2,0,3
2306,C3_kernels,1752,2,0,4
2307,F5_weights,35135,3,1,4
2308,F5_weights,31892,3,1,3
2309,C3_kernels,1132,3,1,8
2310,F6_weights,6685,1,0,9
2311,C3_kernels,1954,0,0,2
2312,C3_kernels,1790,6,1,3
2313,F5_weights,41638,5,0,9
2314,F6_weights,9782,1,0,7
2315,F5_weights,906,7,0,1
2316,F7_weights,675,2,0,1
2317,C1_kernels,128,0,0,7
2318,C1_kernels,3,3,1,0
2319,F5_weights,19936,7,1,4
2320,F5_weights,45794,7,0,9
2321,F6_weights,8148,5,1,6
2322,F7_weights,292,4,1,5
2323,F5_weights,35364,5,0,9
2324,C1_kernels,80,7,1,1
2325,F5_weights,37492,7,1,7
2326,C3_kernels,1356,5,1,0
2327,C1_kernels,2,6,1,2
2328,F7_weights,347,2,0,0
2329,F5_weights,32578,0,0,2
2330,C3_kernels,722,5,1,4
2331,F5_weights,15904,1,1,6
2332,C3_kernels,924,0,1,7
2333,C3_kernels,780,5,0,8
2334,C3_kernels,413,2,0,7
2335,C1_kernels,72,5,1,1
2336,F5_weights,19690,2,1,4
2337,F7_weights,298,0,0,6
2338,F7_weights,505,2,0,4
2339,F6_weights,9257,7,1,5
2340,C1_kernels,82,7,0,4
2341,F7_weights,69,5,1,9
2342,C1_kernels,92,6,0,9
2343,F7_weights,772,1,0,7
2344,C1_kernels,81,6,0,7
2345,C1_kernels,120,3,0,9
2346,F7_weights,515,4,0,5
2347,C3_kernels,1583,6,1,3
2348,C1_kernels,100,1,1,3
2349,C3_kernels,1141,2,0,8
2350,F7_weights,544,7,1,2
2351,C3_kernels,1417,3,0,3
2352,F5_weights,38920,0,0,6
2353,F6_weights,3112,5,1,2
2354,F5_weights,19576,6,0,2
2355,F5_weights,21593,1,0,1
2356,C3_kernels,1059,7,1,1
2357,F5_weights,33533,3,0,1
2358,C1_kernels,73,3,1,1
2359,F6_weights,8940,7,0,1
2360,F5_weights,14140,7,0,6
2361,F7_weights,493,7,1,9
2362,F6_weights,7248,6,1,8
2363,C1_kernels,142,5,1,4
2364,F6_weights,7097,7,1,3
2365,F6_weights,4712,3,0,7
2366,C3_kernels,805,5,1,1
2367,C1_kernels,71,4,0,6
2368,F5_weights,30065,0,0,4
2369,C3_kernels,1802,1,1,3
2370,F5_weights,14528,6,0,0
2371,F6_weights,3380,7,0,4
2372,C3_kernels,1729,7,1,7
2373,C1_kernels,75,2,0,4
2374,F7_weights,223,0,1,2
2375,C1_kernels,79,3,1,4
2376,F6_weights,6402,6,0,0
2377,F7_weights,85,4,0,7
2378,F6_weights,5012,4,0,0
2379,C1_kernels,58,5,1,1
2380,F6_weights,4116,0,1,9
2381,C3_kernels,1201,0,0,8
2382,F7_weights,149,3,1,8
2383,F5_weights,23268,6,1,6
2384,F6_weights,4821,4,0,0
2385,C3_kernels,998,3,1,0
2386,C1_kernels,72,6,1,4
2387,F7_weights,530,2,1,1
2388,F5_weights,39838,4,0,6
2389,C3_kernels,5,0,1,8
2390,C1_kernels,130,6,0,2
2391,F6_weights,3792,7,1,2
2392,F7_weights,611,6,1,3
2393,F7_weights,719,5,1,8
2394,C1_kernels,120,7,1,4
2395,F7_weights,85,7,0,8
2396,F7_weights,595,4,1,2
2397,C1_kernels,133,4,0,2
2398,C3_kernels,473,5,1,8
2399,F5_weights,34301,4,1,7
2400,C3_kernels,1947,7,1,5
2401,F6_weights,3509,4,0,4
2402,F5_weights,24106,2,1,4
2403,F6_weights,2941,0,0,0
2404,C3_kernels,631,1,0,4
2405,C1_kernels,70,3,1,3
2406,C1_kernels,83,1,1,9
2407,F7_weights,519,7,0,7
2408,F6_weights,5078,0,0,3
2409,C3_kernels,571,5,1,1
2410,F7_weights,96,2,0,0
2411,C3_kernels,1476,6,1,1
2412,F7_weights,569,7,0,2
2413,F6_weights,5309,5,1,5
2414,C1_kernels,42,0,0,9
2415,F6_weights,9972,1,0,8
2416,C1_kernels,106,7,1,1
2417,F7_weights,164,0,0,0
2418,C1_kernels,41,2,1,1
2419,C3_kernels,117,1,0,8
2420,F5_weights,27611,3,1,9
2421,F5_weights,20342,4,1,1
2422,F6_weights,6816,1,0,6
2423,F7_weights,741,4,0,8
2424,C3_kernels,63,7,1,3
2425,F6_weights,4775,3,0,8
2426,C1_kernels,80,5,0,9
2427,F5_weights,34452,5,1,3
2428,C3_kernels,2183,1,1,6
2429,C1_kernels,122,4,0,2
2430,F5_weights,32456,3,1,8
2431,C3_kernels,1005,2,0,3
2432,F5_weights,24546,5,1,2
2433,C1_kernels,17,4,0,2
2434,F7_weights,454,6,0,1
2435,C1_kernels,105,1,1,0
2436,F5_weights,12958,0,0,4
2437,F5_weights,24363,6,1,2
2438,F5_weights,8374,0,1,9
2439,C3_kernels,262,3,0,2
2440,F6_weights,9287,3,1,4
2441,F5_weights,2574,1,0,3
2442,C1_kernels,38,3,1,7
2443,C1_kernels,35,0,1,9
2444,C1_kernels,67,7,1,1
2445,C3_kernels,459,0,0,5
2446,F5_weights,26403,2,1,2
2447,F7_weights,278,2,0,9
2448,F6_weights,7106,4,0,9
2449,F5_weights,1269,1,0,0
2450,F5_weights,30228,6,0,3
2451,C1_kernels,36,0,0,8
2452,C3_kernels,1536,1,0,5
2453,C3_kernels,176,3,1,3
2454,F6_weights,5790,7,0,5
2455,F5_weights,45602,4,1,0
2456,F6_weights,1964,4,1,9
2457,C3_kernels,205,7,0,4
2458,F6_weights,877,3,1,6
2459,F5_weights,5138,0,1,2
2460,C3_kernels,338,3,1,5
2461,F5_weights,35947,3,1,0
2462,C3_kernels,1392,5,1,2
2463,C3_kernels,2009,3,0,7
2464,F5_weights,42910,1,1,4
2465,F6_weights,1935,2,0,6
2466,F7_weights,812,0,1,6
2467,C1_kernels,148,6,0,8
2468,C3_kernels,1530,0,1,6
2469,F5_weights,28259,7,1,6
2470,F6_weights,5006,5,1,8
2471,F5_weights,24864,3,1,6
2472,F7_weights,136,0,0,9
2473,F5_weights,38625,3,0,1
2474,F7_weights,132,4,0,7
2475,F5_weights,12934,3,1,2
2476,F5_weights,15955,6,0,5
2477,C1_kernels,98,0,1,9
2478,F6_weights,1292,5,1,9
2479,C1_kernels,28,3,0,0
2480,F7_weights,554,5,0,7
2481,F7_weights,774,3,0,2
2482,F6_weights,8518,3,0,7
2483,F6_weights,148,1,0,6
2484,F6_weights,9752,6,1,7
2485,C1_kernels,112,6,1,0
2486,F5_weights,43756,5,0,6
2487,F6_weights,9881,5,0,5
2488,F5_weights,37438,7,1,2
2489,F6_weights,1076,4,1,4
2490,F5_weights,15376,7,0,7
2491,C3_kernels,1101,0,0,2
2492,F7_weights,491,1,0,0
2493,C1_kernels,32,2,0,9
2494,F7_weights,619,0,1,9
2495,C3_kernels,1745,7,1,2
2496,F5_weights,37498,7,0,2
2497,C1_kernels,102,3,0,9
2498,F5_weights,16729,3,0,4
2499,F7_weights,550,3,1,4
2500,C1_kernels,56,7,1,2
2501,C3_kernels,1200,3,1,3
2502,F7_weights,305,4,1,3
2503,F5_weights,3933,3,1,2
2504,F7_weights,54,6,1,1
2505,C3_kernels,490,2,1,7
2506,F7_weights,0,7,0,0
2507,F5_weights,26732,4,0,7
2508,C1_kernels,42,5,1,6
2509,C1_kernels,80,4,1,4
2510,C3_kernels,2292,5,1,1
2511,F5_weights,43389,4,0,3
2512,F7_weights,94,7,1,8
2513,F6_weights,6293,1,1,7
2514,F5_weights,40370,5,1,4
2515,F6_weights,921,2,0,5
2516,F5_weights,20018,2,0,9
2517,F5_weights,8660,5,0,2
2518,F6_weights,3841,3,0,5
2519,C1_kernels,69,6,1,1
2520,F7_weights,245,2,1,8
2521,F6_weights,9908,7,0,7
2522,C1_kernels,68,2,0,3
2523,C3_kernels,855,1,1,7
2524,F7_weights,219,3,1,1
2525,F6_weights,4774,0,1,5
2526,F6_weights,4246,4,0,5
2527,F5_weights,26738,4,0,0
2528,F5_weights,15994,4,1,9
2529,C1_kernels,123,7,1,1
2530,F6_weights,6900,1,1,4
2531,F5_weights,20752,1,1,0
2532,F7_weights,776,3,0,6
2533,F6_weights,2854,0,1,3
2534,C3_kernels,1972,6,0,3
2535,F5_weights,34655,0,1,6
2536,C1_kernels,51,6,1,0
2537,F7_weights,415,3,0,4
2538,F5_weights,9018,7,1,9
2539,F6_weights,938,4,1,7
2540,C1_kernels,28,4,0,5
2541,C1_kernels,70,5,0,1
2542,C1_kernels,41,5,1,6
2543,C3_kernels,2067,4,1,8
2544,C1_kernels,109,7,1,9
2545,F7_weights,556,1,0,5
2546,C1_kernels,59,5,1,5
2547,F7_weights,95,4,0,7
2548,C1_kernels,78,7,0,9
2549,F5_weights,14791,4,0,3
2550,C3_kernels,74,2,0,8
2551,C3_kernels,185,6,0,3
2552,F6_weights,3989,6,0,8
2553,C3_kernels,2064,0,0,1
2554,F6_weights,10027,2,0,5
2555,C1_kernels,98,5,0,3
2556,F5_weights,42674,4,0,5
2557,C3_kernels,1578,7,1,0
2558,C3_kernels,2293,7,0,5
2559,F6_weights,4122,3,0,5
2560,F6_weights,1094,2,1,3
2561,F5_weights,4336,2,1,8
2562,C3_kernels,1166,3,1,6
2563,F7_weights,666,3,1,7
2564,F5_weights,22066,5,1,7
2565,F6_weights,575,5,0,7
2566,F6_weights,4040,3,0,3
2567,C3_kernels,847,1,1,7
2568,C1_kernels,133,5,0,0
2569,C3_kernels,8,0,0,5
2570,F7_weights,291,3,0,9
2571,F7_weights,231,4,0,0
2572,C1_kernels,147,3,1,2
2573,F5_weights,38761,3,0,5
2574,F6_weights,2496,4,0,7
2575,C1_kernels,128,4,0,3
2576,C3_kernels,718,4,0,1
2577,C1_kernels,72,5,1,7
2578,F6_weights,4999,2,0,7
2579,C1_kernels,136,6,0,8
2580,F6_weights,5460,1,1,6
2581,F7_weights,360,0,1,5
2582,F5_weights,26290,3,1,9
2583,C1_kernels,13,5,0,3
2584,F6_weights,4405,2,0,8
2585,C1_kernels,47,1,1,9
2586,C1_kernels,119,4,0,5
2587,C3_kernels,334,2,1,3
2588,F7_weights,713,1,1,7
2589,F7_weights,106,3,1,9
2590,F5_weights,34453,5,0,1
2591,C1_kernels,4,6,1,7
2592,F7_weights,70,5,1,0
2593,F5_weights,35163,2,1,0
2594,C3_kernels,503,1,0,3
2595,F6_weights,2806,3,0,7
2596,C3_kernels,990,4,0,2
2597,F6_weights,8187,3,1,5
2598,F5_weights,35072,0,0,8
2599,C1_kernels,80,1,0,1
2600,F6_weights,2910,1,0,8
2601,C3_kernels,707,3,0,6
2602,F7_weights,15,2,1,2
2603,F5_weights,29002,4,0,9
2604,C1_kernels,56,5,0,5
2605,F5_weights,24929,2,0,7
2606,F6_weights,9602,5,1,5
2607,C3_kernels,417,5,0,7
2608,C1_kernels,135,4,0,8
2609,C3_kernels,1231,7,1,6
2610,C3_kernels,1183,6,0,2
2611,F5_weights,7960,2,1,5
2612,C1_kernels,16,0,0,1
2613,F7_weights,44,2,0,4
2614,C3_kernels,833,2,1,8
2615,F5_weights,32056,3,1,4
2616,C3_kernels,1311,3,0,5
2617,F7_weights,510,4,1,8
2618,F7_weights,626,1,1,3
2619,C3_kernels,1480,2,0,0
2620,F6_weights,2175,4,0,6
2621,F5_weights,1647,7,1,2
2622,C3_kernels,1577,1,1,7
2623,F7_weights,237,2,1,3
2624,C3_kernels,1576,3,1,3
2625,C3_kernels,910,1,1,2
2626,F5_weights,24723,1,1,1
2627,F5_weights,43697,2,0,0
2628,F7_weights,517,0,0,7
2629,F5_weights,4638,4,0,3
2630,F6_weights,3275,7,0,4
2631,F5_weights,7701,6,0,6
2632,C3_kernels,1633,4,1,3
2633,C1_kernels,137,0,1,9
2634,F5_weights,22186,2,1,3
2635,F6_weights,3541,1,0,2
2636,F5_weights,3462,6,0,8
2637,C1_kernels,121,6,1,9
2638,F7_weights,192,4,1,0
2639,C1_kernels,63,5,1,3
2640,C1_kernels,47,0,0,8
2641,C3_kernels,2020,0,0,0
2642,F6_weights,6496,3,1,7
2643,F5_weights,34947,2,1,6
2644,C3_kernels,2089,7,1,5
2645,F7_weights,586,1,1,9
2646,F7_weights,582,4,0,7
2647,F5_weights,19463,6,0,3
2648,C1_kernels,115,5,1,9
2649,F6_weights,521,2,0,0
2650,C1_kernels,11,5,0,8
2651,F6_weights,8254,6,0,6
2652,C1_kernels,81,6,0,2
2653,C3_kernels,540,6,1,5
2654,C1_kernels,42,4,1,8
2655,C3_kernels,1943,7,1,1
2656,F6_weights,3927,4,0,0
2657,C1_kernels,47,0,0,0
2658,F5_weights,23712,2,1,4
2659,F5_weights,40306,5,0,4
2660,F7_weights,439,2,1,0
2661,F7_weights,231,1,1,1
2662,F5_weights,44008,1,0,2
2663,C1_kernels,59,6,0,3
2664,F6_weights,9685,5,0,2
2665,C1_kernels,137,4,0,7
2666,F7_weights,73,2,0,7
2667,C3_kernels,1760,7,1,8
2668,F5_weights,46542,3,1,5
2669,F7_weights,744,7,1,2
2670,F5_weights,31916,1,1,5
2671,C1_kernels,73,4,1,7
2672,C3_kernels,2382,3,1,6
2673,F6_weights,1615,5,0,9
2674,F7_weights,725,7,1,1
2675,C1_kernels,0,6,0,4
2676,C1_kernels,32,7,1,1
2677,F7_weights,787,5,0,6
2678,F5_weights,21449,2,0,4
2679,C1_kernels,92,1,0,2
2680,C1_kernels,86,0,1,4
2681,C1_kernels,56,7,1,3
2682,F6_weights,8470,7,1,5
2683,F5_weights,36196,3,0,4
2684,C3_kernels,166,4,0,3
2685,F5_weights,44802,2,1,9
2686,F6_weights,7890,1,1,5
2687,F5_weights,28739,3,1,0
2688,C3_kernels,1156,1,0,1
2689,C3_kernels,886,2,1,5
2690,C3_kernels,1403,0,0,3
2691,C1_kernels,126,3,0,8
2692,F7_weights,104,3,1,9
2693,C3_kernels,1576,0,1,1
2694,C3_kernels,1365,5,0,9
2695,C1_kernels,37,5,0,7
2696,F7_weights,14,4,0,9
2697,F5_weights,14897,1,0,5
2698,C3_kernels,2191,7,1,5
2699,C1_kernels,110,6,0,2
2700,C3_kernels,319,2,1,7
2701,F5_weights,2762,2,0,4
2702,F6_weights,976,7,1,6
2703,C3_kernels,1364,1,0,0
2704,C3_kernels,1803,7,1,1
2705,F6_weights,539,3,1,1
2706,F7_weights,743,0,1,1
2707,F5_weights,18282,7,1,0
2708,C3_kernels,1746,5,0,4
2709,C1_kernels,108,0,1,4
2710,F5_weights,37847,2,0,7
2711,F5_weights,17236,2,1,6
2712,C3_kernels,1379,3,0,3
2713,F5_weights,34222,5,0,0
2714,C1_kernels,35,7,1,0
2715,F6_weights,9220,0,1,4
2716,F7_weights,322,7,0,3
2717,F5_weights,42766,1,1,0
2718,C1_kernels,42,5,1,6
2719,F6_weights,6215,7,0,1
2720,F5_weights,30550,4,1,9
2721,F7_weights,423,1,1,6
2722,C3_kernels,1246,6,1,1
2723,C1_kernels,91,6,0,3
2724,C1_kernels,131,3,1,8
2725,F5_weights,14558,3,1,1
2726,C3_kernels,1932,7,1,2
2727,F6_weights,3216,0,1,5
2728,C3_kernels,1554,5,0,6
2729,C3_kernels,1140,2,0,2
2730,C1_kernels,90,2,1,7
2731,C1_kernels,44,1,0,3
2732,F6_weights,3896,7,1,6
2733,F5_weights,1112,2,0,0
2734,C3_kernels,208,4,1,1
2735,C3_kernels,2398,2,0,9
2736,F7_weights,171,4,0,7
2737,C1_kernels,60,4,1,6
2738,C3_kernels,335,5,0,6
2739,F6_weights,5602,6,1,8
2740,F5_weights,30149,7,0,9
2741,C1_kernels,100,3,0,2
2742,F7_weights,140,5,1,2
2743,F7_weights,412,4,0,5
2744,F6_weights,7785,5,0,8
2745,C1_kernels,18,6,1,3
2746,C1_kernels,149,5,0,1
2747,F6_weights,857,3,1,0
2748,C3_kernels,1923,1,0,0
2749,C1_kernels,115,4,1,7
2750,F6_weights,5727,2,1,6
2751,C1_kernels,130,1,0,6
2752,C3_kernels,603,5,1,2
2753,F7_weights,247,6,0,1
2754,C3_kernels,1038,6,1,6
2755,C1_kernels,106,6,1,9
2756,F6_weights,9138,7,0,3
2757,F6_weights,2582,2,1,1
2758,C3_kernels,726,0,1,8
2759,C3_kernels,858,2,1,6
2760,C3_kernels,2364,7,0,9
2761,F7_weights,292,4,1,0
2762,F5_weights,6018,7,0,6
2763,F5_weights,14778,1,0,0
2764,C1_kernels,4,5,1,0
2765,C3_kernels,1634,0,0,0
2766,F7_weights,215,0,1,6
2767,C3_kernels,1941,6,0,3
2768,C3_kernels,2079,1,1,5
2769,F5_weights,15717,7,1,9
2770,F7_weights,737,1,1,3
2771,F5_weights,39322,6,0,4
2772,F7_weights,159,4,0,5
2773,C1_kernels,81,0,0,5
2774,C3_kernels,420,1,1,8
2775,F7_weights,606,6,1,5
2776,C3_kernels,199,5,0,3
2777,F6_weights,4194,7,1,0
2778,C3_kernels,1076,1,1,4
2779,F5_weights,7417,1,1,0
2780,C1_kernels,120,1,1,2
2781,C1_kernels,24,4,1,9
2782,F5_weights,9989,4,0,6
2783,F6_weights,9961,6,0,8
2784,F5_weights,13792,4,1,2
2785,C1_kernels,127,4,0,3
2786,C3_kernels,1800,2,0,1
2787,F7_weights,255,4,0,2
2788,F7_weights,832,3,1,1
2789,C1_kernels,149,5,0,1
2790,F7_weights,774,5,1,5
2791,F6_weights,8378,0,0,6
2792,F5_weights,12729,5,1,9
2793,F7_weights,520,5,1,8
2794,F7_weights,248,2,0,0
2795,C3_kernels,2184,3,1,6
2796,C3_kernels,1349,7,1,6
2797,F7_weights,288,1,1,5
2798,C3_kernels,690,3,0,5
2799,F6_weights,934,7,0,3
2800,C3_kernels,187,2,0,8
2801,F7_weights,432,7,0,6
2802,C3_kernels,942,1,0,2
2803,F6_weights,5325,3,1,1
2804,F7_weights,761,6,0,4
2805,F5_weights,24486,3,0,5
2806,C3_kernels,1763,6,1,4
2807,F5_weights,22478,0,1,3
2808,F5_weights,1046,1,1,7
2809,F6_weights,9274,2,0,8
2810,C1_kernels,36,1,0,5
2811,F6_weights,7154,5,1,0
2812,F5_weights,22958,1,0,9
2813,F7_weights,127,3,0,3
2814,C3_kernels,2384,5,1,5
2815,F7_weights,331,7,1,1
2816,F7_weights,475,0,1,1
2817,F5_weights,11,5,0,0
2818,F7_weights,480,4,1,4
2819,F5_weights,12622,0,1,4
2820,F6_weights,6582,7,0,7
2821,F6_weights,4920,5,0,0
2822,F6_weights,7927,4,0,1
2823,C3_kernels,1453,7,0,7
2824,C1_kernels,123,7,1,0
2825,C1_kernels,40,1,0,1
2826,C3_kernels,851,3,1,6
2827,F7_weights,730,3,1,1
2828,F5_weights,21582,5,0,4
2829,C3_kernels,159,0,0,5
2830,F6_weights,8156,0,0,6
2831,F5_weights,24974,3,0,6
2832,C3_kernels,598,5,0,5
2833,F5_weights,45752,4,1,7
2834,F6_weights,5679,2,0,8
2835,C1_kernels,68,0,1,4
2836,F7_weights,505,5,0,4
2837,F7_weights,104,2,1,7
2838,C1_kernels,123,6,1,2
2839,F5_weights,22320,2,0,5
2840,F5_weights,5736,3,1,3
2841,F6_weights,9321,3,0,7
2842,C3_kernels,627,0,0,0
2843,C1_kernels,113,0,1,7
2844,F6_weights,7030,4,1,7
2845,F5_weights,23173,1,1,9
2846,C1_kernels,92,0,1,6
2847,F5_weights,45513,4,0,4
2848,F5_weights,2692,6,1,2
2849,C1_kernels,62,5,0,8
2850,F7_weights,339,2,0,5
2851,F6_weights,7234,3,0,7
2852,F7_weights,808,2,0,8
2853,F7_weights,556,5,1,3
2854,C3_kernels,2047,0,0,9
2855,C1_kernels,81,6,0,5
2856,F5_weights,4563,7,0,8
2857,F6_weights,7940,3,0,9
2858,C3_kernels,233,5,0,9
2859,F5_weights,1130,4,0,8
2860,F7_weights,572,6,0,5
2861,F7_weights,467,6,0,2
2862,C3_kernels,224,1,0,8
2863,F7_weights,13,1,0,9
2864,C3_kernels,241,0,0,2
2865,F7_weights,576,6,1,3
2866,F6_weights,1299,0,0,6
2867,C1_kernels,85,2,0,1
2868,C3_kernels,2395,1,0,1
2869,C1_kernels,36,2,0,8
2870,F6_weights,1298,0,0,9
2871,C1_kernels,89,1,0,3
2872,F6_weights,4630,5,1,4
2873,F5_weights,38145,5,0,0
2874,F7_weights,286,2,1,7
2875,F5_weights,16530,3,1,9
2876,F7_weights,167,1,0,6
2877,F7_weights,781,4,0,4
2878,C3_kernels,1763,5,1,1
2879,F7_weights,714,0,0,4
2880,C3_kernels,972,7,1,1
2881,C3_kernels,213,4,0,3
2882,C3_kernels,1129,4,0,4
2883,C3_kernels,724,2,1,9
2884,C3_kernels,1406,7,0,3
2885,C3_kernels,689,4,0,1
2886,F5_weights,45884,6,0,4
2887,C3_kernels,669,1,0,7
2888,C3_kernels,2036,1,1,7
2889,C1_kernels,133,1,1,4
2890,C1_kernels,1,6,0,7
2891,F5_weights,22058,7,0,2
2892,F6_weights,8098,5,0,9
2893,C1_kernels,99,2,0,3
2894,C3_kernels,1700,2,1,0
2895,F5_weights,39679,6,1,8
2896,C1_kernels,135,2,1,0
2897,F6_weights,8990,1,0,8
2898,F6_weights,5988,4,0,4
2899,F5_weights,18513,3,1,0
2900,F5_weights,19794,7,0,4
2901,C3_kernels,1332,0,0,4
2902,C1_kernels,16,2,0,1
2903,C3_kernels,348,5,1,5
2904,F6_weights,3639,6,1,2
2905,F6_weights,6165,7,1,8
2906,F6_weights,6182,0,0,3
2907,F5_weights,9071,4,1,4
2908,C1_kernels,112,1,1,9
2909,F6_weights,3325,1,1,5
2910,C1_kernels,122,6,1,2
2911,F5_weights,15347,5,0,8
2912,F5_weights,2345,6,1,1
2913,C1_kernels,109,6,1,5
2914,F6_weights,1952,1,0,3
2915,F5_weights,38191,1,0,7
2916,F5_weights,23888,4,1,9
2917,F6_weights,9400,2,0,4
2918,F5_weights,30565,1,0,2
2919,C1_kernels,8,1,0,5
2920,C3_kernels,49,4,1,6
2921,F5_weights,20231,6,1,3
2922,F5_weights,17271,3,1,5
2923,F5_weights,20938,3,1,9
2924,C3_kernels,2366,2,1,3
2925,F6_weights,1599,4,1,5
2926,C3_kernels,176,5,0,9
2927,F7_weights,659,2,0,3
2928,F7_weights,241,5,0,1
2929,F6_weights,2854,0,1,9
2930,F5_weights,23565,7,1,5
2931,F6_weights,3108,2,0,3
2932,F7_weights,11,1,1,0
2933,F5_weights,20119,6,1,6
2934,F5_weights,32639,6,1,9
2935,F7_weights,700,1,0,8
2936,F5_weights,31528,3,0,4
2937,F6_weights,2974,6,1,0
2938,F5_weights,2235,4,0,4
2939,F7_weights,114,2,0,9
2940,C3_kernels,1723,0,1,2
2941,C1_kernels,115,4,1,9
2942,C3_kernels,2330,6,1,0
2943,F6_weights,7147,7,1,1
2944,C3_kernels,2260,0,0,0
2945,F6_weights,8130,0,0,3
2946,F7_weights,639,5,0,1
2947,C3_kernels,1576,7,1,6
2948,F6_weights,692,6,0,5
2949,F5_weights,3473,1,1,8
2950,F6_weights,42,1,0,1
2951,C3_kernels,1787,3,0,5
2952,F5_weights,37484,4,0,3
2953,F7_weights,304,2,0,3
2954,C3_kernels,1804,3,0,0
2955,F6_weights,6865,2,0,3
2956,F6_weights,4113,3,1,5
2957,C3_kernels,1775,6,1,5
2958,F5_weights,33150,0,1,9
2959,C1_kernels,76,7,0,2
2960,C3_kernels,135,4,0,8
2961,F5_weights,8912,7,0,7
2962,F7_weights,263,0,1,0
2963,F5_weights,41573,0,1,4
2964,F5_weights,42686,7,1,9
2965,F5_weights,4119,4,1,1
2966,F7_weights,499,0,1,9
2967,F5_weights,19290,4,0,7
2968,F7_weights,160,4,1,7
2969,F5_weights,18569,7,0,5
2970,F6_weights,4741,6,0,5
2971,F7_weights,837,6,0,2
2972,F5_weights,43648,2,1,0
2973,F6_weights,9801,7,0,9
2974,F6_weights,9811,1,1,1
2975,C1_kernels,116,5,0,8
2976,F7_weights,186,5,0,6
2977,F6_weights,734,6,0,2
2978,F7_weights,386,0,0,3
2979,F5_weights,16492,0,1,9
2980,F7_weights,451,1,1,6
2981,F6_weights,7220,1,0,2
2982,F7_weights,768,7,0,1
2983,C1_kernels,35,3,0,9
2984,C3_kernels,1574,4,1,1
2985,F6_weights,4133,2,0,3
2986,C1_kernels,145,0,0,5
2987,C3_kernels,1713,6,1,5
2988,F5_weights,33927,4,0,0
2989,C3_kernels,39,7,1,3
2990,F6_weights,4837,6,1,8
2991,C3_kernels,889,0,1,7
2992,F7_weights,376,2,0,3
2993,C1_kernels,96,0,0,7
2994,F5_weights,6356,5,1,6
2995,F6_weights,270,0,1,8
2996,C1_kernels,35,6,0,0
2997,F6_weights,3967,6,0,1
2998,F6_weights,6140,5,1,4
2999,C3_kernels,2260,0,0,0
3000,F5_weights,43654,6,1,6
3001,C1_kernels,119,2,1,9
3002,F6_weights,1033,1,0,8
3003,C1_kernels,105,2,0,1
3004,C3_kernels,176,7,1,2
3005,F5_weights,46287,0,0,9
3006,C3_kernels,2054,3,0,9
3007,F7_weights,214,6,1,5
3008,C3_kernels,1830,0,0,9
3009,F5_weights,27098,4,1,7
3010,F7_weights,74,4,1,3
3011,C1_kernels,47,6,0,7
3012,F6_weights,6599,5,1,8
3013,F6_weights,3072,1,1,0
3014,F5_weights,15803,3,1,1
3015,F6_weights,425,1,0,3
3016,F7_weights,394,6,0,0
